"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
136815,103340,"Banners Gate Junior School","Parent","01-09-2011"
136824,124454,"St Peter's CofE (A) High School and International Language College","Parent","01-09-2011"
136824,124387,"Berry Hill High School and Sports College","Parent","01-09-2011"
136825,105706,"Our Lady's RC Primary School","Parent","01-09-2011"
136825,105704,"Sacred Heart RC Junior Infant and Nursery School","Parent","01-09-2011"
136826,108074,"Parklands Girls' High School","Parent","01-09-2011"
136827,124842,"Copleston High School","Parent","01-07-2011"
136828,125301,"Collingwood College","Parent","01-07-2011"
136829,109656,"Arnold Middle School","Parent","01-07-2011"
136830,108982,"Elmlea Junior School","Parent","01-07-2011"
136831,111842,"Trewirgie Junior School","Parent","01-07-2011"
136832,125272,"Thomas Knyvett College","Parent","01-07-2011"
136833,125247,"Howard of Effingham School","Parent","01-07-2011"
136834,124836,"Farlingaye High School","Parent","01-07-2011"
136836,114178,"Reid Street Primary School","Parent","01-07-2011"
136838,114323,"Hummersknott School and Language College","Parent","01-07-2011"
136839,123865,"Ansford School","Parent","01-07-2011"
136840,103734,"Whitley Abbey Business and Enterprise College","Parent","01-07-2011"
136841,123716,"Wedmore First School","Parent","01-07-2011"
136842,131396,"Walton High","Parent","01-07-2011"
136844,134631,"Hazeley School","Parent","01-07-2011"
136845,110496,"Sir Henry Floyd Grammar School","Parent","01-07-2011"
136846,110494,"Aylesbury High School","Parent","01-07-2011"
136847,118911,"Mascalls School","Parent","01-07-2011"
136848,123675,"Brookside Community Primary School","Parent","01-07-2011"
136849,126498,"Pewsey Vale School","Parent","01-07-2011"
136850,113909,"Poole Grammar School","Parent","01-07-2011"
136851,123863,"Bishop Fox's Community School","Parent","01-07-2011"
136852,112044,"Penryn College","Parent","01-07-2011"
136853,134717,"Oxley Park Primary School","Parent","01-07-2011"
136854,115355,"Gable Hall School","Parent","01-07-2011"
136855,114803,"Moulsham Infant School","Parent","01-07-2011"
136856,131374,"Gordano School","Parent","01-07-2011"
136857,131188,"Bovingdon Primary School","Parent","01-07-2011"
136858,133514,"Highcrest Community School","Parent","01-07-2011"
136859,118527,"Cliffe Woods Primary School","Parent","01-07-2011"
136860,126461,"Highworth Warneford School","Parent","01-07-2011"
136861,115384,"The Billericay School","Parent","01-07-2011"
136862,111893,"St Columb Major Community Primary School","Parent","01-07-2011"
136863,115233,"Moulsham High School and Humanities College","Parent","01-07-2011"
136864,118892,"Rainham Mark Grammar School","Parent","01-07-2011"
136865,125888,"Southwater Junior School","Parent","01-07-2011"
136866,125890,"Southwater Infant School","Parent","01-07-2011"
136867,113515,"Pilton Community College","Parent","01-07-2011"
136868,115337,"The King Edmund School","Parent","01-07-2011"
136869,111908,"St Columb Minor School","Parent","01-07-2011"
136870,135109,"Ermine Primary School","Parent","01-07-2011"
136871,120708,"North Kesteven School","Parent","01-07-2011"
136871,132933,"North Hykeham Joint Sixth Form","Sixth Form Centre Link","10-08-2012"
136873,112066,"Mounts Bay School","Parent","01-07-2011"
136874,115753,"Stroud High School","Parent","01-07-2011"
136875,115349,"St Martin's School","Parent","01-07-2011"
136876,110106,"Prospect School","Parent","01-07-2011"
136877,117582,"Queens' School","Parent","01-07-2011"
136878,122865,"Toot Hill School","Parent","01-07-2011"
136879,111799,"St Hilary School","Parent","01-07-2011"
136880,110058,"The Holt School","Parent","01-07-2011"
136881,111843,"Trewirgie Infant School","Parent","01-07-2011"
136882,103508,"Aston Manor School","Parent","01-07-2011"
136883,101054,"Chestnut Grove School","Parent","01-07-2011"
136884,110511,"Aylesbury Grammar School","Parent","01-07-2011"
136885,104264,"Barr Beacon Language College","Parent","01-07-2011"
136886,124469,"Chasetown Specialist Sports College","Parent","01-07-2011"
136887,110865,"Chesterton Community College","Parent","01-07-2011"
136888,125078,"South Farnham Community Junior School","Parent","01-07-2011"
136889,105251,"St Bede CofE Primary School, Morris Green","Parent","01-07-2011"
136890,116978,"Christopher Whitehead Language College","Parent","01-07-2011"
136891,110079,"The Piggott School","Parent","01-07-2011"
136892,134775,"Eden Park Primary School","Parent","01-07-2011"
136893,119795,"St Michael's Church of England High School","Parent","01-07-2011"
136894,123891,"Preston School","Parent","01-07-2011"
136895,105104,"The Oldershaw School","Parent","01-07-2011"
136896,121696,"Rossett School","Parent","01-07-2011"
136897,116980,"Martley, the Chantry High School","Parent","01-07-2011"
136898,116933,"Haybridge High School and Sixth Form","Parent","01-07-2011"
136899,117576,"Parmiter's School","Parent","01-07-2011"
136900,119815,"St Wilfrid's CofE High School and Technology College","Parent","01-07-2011"
136901,117593,"St Clement Danes School","Parent","01-07-2011"
136902,112441,"Keswick School","Parent","01-07-2011"
136903,116510,"The Petersfield School","Parent","01-07-2011"
136904,115223,"Great Baddow High School","Parent","01-07-2011"
136905,107421,"Ilkley Grammar School","Parent","01-07-2011"
136906,125265,"George Abbot School","Parent","01-07-2011"
136907,125767,"Myton School","Parent","01-07-2011"
136908,103557,"Fairfax School","Parent","01-07-2011"
136909,104115,"Heart of England School","Parent","01-07-2011"
136910,102605,"Tiffin School","Parent","01-07-2011"
136911,126455,"Wootton Bassett School","Parent","01-07-2011"
136912,113499,"Honiton Community College","Parent","01-07-2011"
136913,123873,"Crispin School","Parent","01-07-2011"
136914,103002,"Glenthorne High School","Parent","01-07-2011"
136915,101627,"Warren Road Primary School","Parent","01-07-2011"
136916,123886,"The Castle School","Parent","01-07-2011"
136917,123882,"Haygrove School","Parent","01-07-2011"
136918,124795,"Hadleigh High School","Parent","01-07-2011"
136919,113396,"Ilsington Church of England Primary School","Parent","01-07-2011"
136920,101665,"Hayes Primary School","Parent","01-07-2011"
136921,118079,"Cottingham High School","Parent","01-07-2011"
136922,134985,"Yavneh College","Parent","01-07-2011"
136923,118795,"The Astor of Hever Community School","Parent","01-09-2011"
136924,116937,"Woodrush Community High School","Parent","01-07-2011"
136925,116943,"Pershore High School","Parent","01-07-2011"
136926,123736,"The Redstart Primary School","Parent","01-07-2011"
136927,116931,"Droitwich Spa High School","Parent","01-07-2011"
136929,110383,"Penwith School","Parent","01-09-2012"
136929,110373,"Meadfurlong School","Parent","01-09-2012"
136931,110775,"Kings Hedges Primary School","Parent","01-09-2011"
136941,106628,"Penistone St John the Baptist Church of England (Voluntary Controlled) Infant School","Parent","01-01-2012"
136941,106635,"St John the Baptist Church of England Voluntary Aided Junior School","Parent","01-01-2012"
136943,111598,"Ward Jackson Primary School","Parent","01-09-2011"
136948,122075,"Weston Favell School","Parent","01-09-2012"
136957,131248,"Brunel Primary and Nursery School","Parent","01-08-2011"
136958,120649,"Caistor Yarborough School","Parent","01-08-2011"
136959,133104,"The Moorlands Sixth Form College","Sixth Form Centre Link","31-07-2012"
136959,124431,"Cheadle High School","Parent","01-08-2011"
136960,115765,"Chipping Campden School","Parent","01-08-2011"
136961,124457,"Christ Church CofE (A) Middle School","Parent","01-08-2011"
136962,133450,"Feversham College","Parent","01-08-2011"
136963,103738,"Finham Park School","Parent","01-08-2011"
136964,110535,"Great Marlow School","Parent","01-08-2011"
136965,106364,"Flixton Girls' High School","Parent","01-08-2011"
136966,109292,"Hayesfield Girls School","Parent","01-08-2011"
136967,115168,"Holy Cross Catholic Primary School, Harlow","Parent","01-08-2011"
136968,120648,"John Spendluffe Foundation Technology College","Parent","01-08-2011"
136969,124849,"Kesgrave High School","Parent","01-08-2011"
136970,123866,"Oakfield School","Parent","01-08-2011"
136971,114288,"Park View Community School","Parent","01-08-2011"
136972,112967,"Queen Elizabeth's Grammar School","Parent","01-08-2011"
136973,117520,"Roundwood Park School","Parent","01-08-2011"
136974,110897,"Sawtry Community College","Parent","01-08-2011"
136975,117783,"Signhills Junior School","Parent","01-08-2011"
136976,122113,"Southfield School for Girls","Parent","01-08-2011"
136977,115293,"St Helen's Catholic Junior School","Parent","01-08-2011"
136978,102788,"Stratford School","Parent","01-08-2011"
136979,123584,"The Marches School and Technology College","Parent","01-08-2011"
136980,126504,"St Joseph's Catholic College","Parent","01-08-2011"
136981,126485,"Holy Rood Catholic Junior School","Parent","01-08-2011"
136982,115729,"St Peter's Catholic High School and Sixth Form Centre","Parent","01-08-2011"
136983,116741,"Suckley Primary School","Parent","01-08-2011"
136984,116709,"Great Malvern Primary School","Parent","01-08-2011"
136985,115779,"Sir William Romney's School","Parent","01-08-2011"
136986,125746,"The Coleshill School","Parent","01-08-2011"
136987,105983,"The Swinton High School","Parent","01-08-2011"
136988,114181,"Abbey Infants' School","Parent","01-08-2011"
136989,114165,"Abbey Junior School","Parent","01-08-2011"
136990,124787,"Bury St Edmunds County Upper School","Parent","01-08-2011"
136991,125733,"Henley in Arden High School","Parent","01-08-2011"
136992,110905,"Longsands College","Parent","01-08-2011"
136994,104110,"Alderbrook Leading Edge School and Arts College","Parent","01-08-2011"
136995,118116,"Beverley Grammar School","Parent","01-08-2011"
136995,134821,"Beverley Joint Sixth","Sixth Form Centre Link","10-08-2012"
136996,113905,"Bournemouth School for Girls","Parent","01-08-2011"
136997,119726,"Bowland High","Parent","01-08-2011"
136998,124835,"Bungay High School","Parent","01-08-2011"
136999,115737,"Charlton Kings Infant School","Parent","01-08-2011"
137000,109312,"Churchill Community Foundation School and Sixth Form Centre","Parent","01-08-2011"
137001,108281,"Crofton High School - Specialists In Maths and Computing: With Visual Impairment Resource","Parent","01-08-2011"
137002,117540,"Freman College","Parent","01-08-2011"
137003,125313,"Fullbrook School","Parent","01-08-2011"
137004,118089,"FTC Performing Arts College","Parent","01-08-2011"
137005,101058,"Graveney School","Parent","01-08-2011"
137006,101678,"Langley Park School for Girls","Parent","01-08-2011"
137007,104108,"Langley School, Specialist College for the Performing Arts, Languages and Training","Parent","01-08-2011"
137008,104113,"Lode Heath School","Parent","01-08-2011"
137009,102534,"Longford Community School","Parent","01-08-2011"
137010,109933,"Lynch Hill (Foundation Primary) School","Parent","01-08-2011"
137011,108282,"Minsthorpe Community College, A Specialist Science College","Parent","01-08-2011"
137012,113180,"Newport Community School","Parent","01-08-2011"
137013,115227,"Notley High School","Parent","01-08-2011"
137014,125011,"The Raleigh School","Parent","01-08-2011"
137019,125260,"Rodborough Technology College","Parent","01-08-2011"
137020,106274,"West Hill School","Parent","01-08-2011"
137021,114233,"Bishopton Redmarshall CofE Primary School","Parent","01-08-2011"
137022,114223,"Heighington Church of England Primary School","Parent","01-08-2011"
137023,113142,"Chulmleigh Primary School","Parent","01-08-2011"
137024,113509,"Chulmleigh Community College","Parent","01-08-2011"
137025,113147,"East Worlington Primary School","Parent","01-08-2011"
137026,113374,"Burrington Church of England Controlled Primary School","Parent","01-08-2011"
137027,115294,"Hadleigh Infant and Nursery School","Parent","01-08-2011"
137028,102238,"Nower Hill High School","Parent","01-08-2011"
137028,135469,"Harrow Collegiate","Sixth Form Centre Link","10-08-2012"
137029,115262,"South Benfleet Foundation Primary School","Parent","01-08-2011"
137030,115040,"Westwood Primary School","Parent","01-08-2011"
137031,115709,"St Mary's Catholic Primary School","Parent","01-08-2011"
137032,101613,"Darrick Wood Infant School","Parent","01-08-2011"
137033,115757,"Katharine Lady Berkeley's School","Parent","01-08-2011"
137034,103517,"Holyhead School","Parent","01-08-2011"
137035,101594,"Stewart Fleming Primary School","Parent","01-08-2011"
137036,107578,"Hipperholme and Lightcliffe High School and Sports College","Parent","01-08-2011"
137037,116457,"Upper Shirley High School","Parent","01-08-2011"
137038,117505,"Verulam School","Parent","01-08-2011"
137039,105730,"The Hathershaw College of Technology & Sport","Parent","01-08-2011"
137040,102350,"The Campion School","Parent","01-08-2011"
137042,132204,"Alderman Leach Primary School","Parent","01-07-2011"
137043,103555,"King Edward VI Aston School","Parent","01-08-2011"
137044,103553,"King Edward VI Camp Hill School for Girls","Parent","01-08-2011"
137045,103554,"King Edward VI Camp Hill School for Boys","Parent","01-08-2011"
137046,103552,"King Edward VI Five Ways School","Parent","01-08-2011"
137047,103551,"King Edward VI Handsworth School","Parent","01-08-2011"
137048,115232,"Mayflower High School","Parent","01-08-2011"
137049,122052,"Montsaye Community College","Parent","01-08-2011"
137051,116979,"Nunnery Wood High School","Parent","01-08-2011"
137052,110487,"Ousedale School","Parent","01-08-2011"
137053,103527,"Plantsbrook School","Parent","01-08-2011"
137054,115037,"Runwell Community Primary School","Parent","01-08-2011"
137055,124817,"Sir John Leman High School","Parent","01-08-2011"
137056,115274,"St Alban's Catholic Primary School","Parent","01-08-2011"
137057,126472,"St Laurence School","Parent","01-08-2011"
137058,115374,"St Mark's West Essex Catholic School","Parent","01-08-2011"
137059,115727,"Thomas Keble School","Parent","01-08-2011"
137060,102603,"Tolworth Girls' School and Centre for Continuing Education","Parent","01-08-2011"
137061,110525,"Two Mile Ash School","Parent","01-08-2011"
137062,109150,"Westbury-on-Trym CofE Primary School","Parent","01-08-2011"
137063,114599,"Portslade Community College","Parent","01-09-2011"
137064,111465,"Macclesfield High School","Parent","01-09-2011"
137065,108062,"Primrose High School","Parent","01-09-2012"
137066,106784,"Hatfield Visual Arts College","Parent","01-09-2011"
137067,101616,"Green Street Green Primary School","Parent","01-08-2011"
137069,101598,"Pickhurst Infant School","Parent","01-08-2011"
137070,101599,"Pickhurst Junior School","Parent","01-08-2011"
137071,118776,"Diocesan and Payne Smith Church of England Primary School","Parent","01-09-2012"
137071,118535,"Kingsmead Primary School","Parent","01-09-2012"
137072,115371,"Hylands School","Parent","01-08-2011"
137073,116939,"Kingstone High School","Parent","01-08-2011"
137074,126426,"Holy Rood Catholic Infant School","Parent","01-08-2011"
137075,102236,"Park High School","Parent","01-08-2011"
137075,135469,"Harrow Collegiate","Sixth Form Centre Link","09-08-2012"
137076,111891,"Treverbyn Community Primary School","Parent","01-09-2011"
137077,102446,"Rosedale College","Parent","01-08-2011"
137077,141561,"Rosedale Primary School","Child - Split School","01-11-2014"
137078,102447,"Mellow Lane School","Parent","01-08-2011"
137079,135947,"The George Eliot School","Parent","01-09-2011"
137080,123889,"Stanchester Community School","Parent","01-08-2011"
137081,115263,"St Thomas More Catholic Primary School, Saffron Walden","Parent","01-08-2011"
137082,110908,"Orton Longueville School","Parent","01-09-2011"
137083,108101,"Abbey Grange Church of England High School","Parent","01-08-2011"
137084,130389,"The Voyager School","Parent","01-09-2011"
137085,122849,"Wheldon School and Sports College","Parent","01-09-2011"
137086,122095,"Bishop Stopford School","Parent","01-08-2011"
137087,122063,"Campion School","Parent","01-08-2011"
137088,102862,"Canon Palmer Catholic School","Parent","01-08-2011"
137089,134177,"Caroline Chisholm School","Parent","01-08-2011"
137090,117551,"The Chauncy School","Parent","01-08-2011"
137091,110504,"Chesham Grammar School","Parent","01-08-2011"
137092,121184,"Diss High School","Parent","01-08-2011"
137093,100639,"Dunraven School","Parent","01-08-2011"
137094,102059,"Enfield Grammar School","Parent","01-08-2011"
137096,126073,"Manhood Community College","Parent","01-09-2011"
137097,115728,"Farmor's School","Parent","01-08-2011"
137099,118936,"Gravesend Grammar School","Parent","01-08-2011"
137100,137103,"Hagley Park Academy","Parent - merged","01-09-2016"
137101,116981,"Hanley Castle High School","Parent","01-08-2011"
137102,115662,"Highnam Church of England Primary School","Parent","01-08-2011"
137104,118922,"Hillview School for Girls","Parent","01-08-2011"
137106,109294,"Kingsfield School","Parent","01-09-2011"
137107,112433,"Kirkby Stephen Grammar School","Parent","01-08-2011"
137108,114897,"Lee Chapel Primary School","Parent","01-08-2011"
137109,112946,"Bennerley Business and Enterprise College","Parent","01-09-2011"
137109,137253,"The Ormiston Ilkeston Academy","Parent","15-08-2013"
137110,117523,"Longdean School","Parent","01-08-2011"
137111,119755,"Lostock Hall Community High School and Arts College","Parent","01-08-2011"
137112,122881,"Dayncourt School Specialist Sports College","Parent","01-09-2011"
137113,116435,"Everest Community College","Parent","01-09-2011"
137114,101731,"Oval Primary School","Parent","01-09-2011"
137115,120244,"Lutterworth High School","Parent","01-08-2011"
137116,125258,"The Magna Carta School","Parent","01-08-2011"
137117,133703,"Retford Oaks High School","Parent","01-04-2012"
137118,123874,"Maiden Beech Middle School","Parent","01-08-2011"
137119,118799,"The Hundred of Hoo Comprehensive School","Parent","15-08-2011"
137120,120263,"Manor High School Oadby","Parent","01-08-2011"
137121,101670,"Kelsey Park Sports College","Parent","01-09-2011"
137121,135416,"Harris Federation Post 16","Sixth Form Centre Link","25-04-2014"
137123,115752,"Marling School","Parent","01-08-2011"
137124,113559,"Newton Abbot College","Parent","01-08-2011"
137125,116415,"Noadswood School","Parent","01-08-2011"
137126,123708,"North Town Community Primary School","Parent","01-08-2011"
137127,119494,"Parbold Douglas Church of England Primary School","Parent","01-08-2011"
137128,116417,"Perins School A Community Sports College","Parent","01-08-2011"
137129,116416,"Priestlands School","Parent","01-08-2011"
137130,105093,"Prenton High School for Girls","Parent","01-08-2011"
137131,101348,"Queen Elizabeth's Girls' School","Parent","01-08-2011"
137132,115646,"Redmarley Church of England Primary School","Parent","01-08-2011"
137133,105739,"The Blue Coat CofE School","Parent","01-08-2011"
137134,124827,"Kirkley Community High School","Parent","01-09-2011"
137135,120709,"Robert Pattinson School","Parent","01-08-2011"
137135,132933,"North Hykeham Joint Sixth Form","Sixth Form Centre Link","10-08-2012"
137136,135117,"Horizon Primary School","Parent","01-09-2011"
137137,125262,"Rydens School","Parent","01-08-2011"
137138,101470,"Bexleyheath School","Parent","01-09-2011"
137139,121719,"St Aidan's Church of England High School","Parent","01-08-2011"
137139,132913,"St Aidans and St John Fisher Associated Sixth Form","Sixth Form Centre Link","10-08-2012"
137140,123263,"King Alfred's (A Specialist Sports College)","Parent","01-08-2011"
137141,122869,"Serlby Park A 3-18 Business and Enterprise Learning Community","Parent","01-09-2011"
137142,131612,"St Breock Primary School","Parent","01-08-2011"
137145,102349,"St Edward's Church of England School & Sixth Form College","Parent","01-08-2011"
137146,124418,"Queen Elizabeth's Mercian School","Parent","01-09-2011"
137147,126494,"St Mary's Catholic Primary School","Parent","01-08-2011"
137148,108201,"Stanley Wrenthorpe Jerry Clay Lane Junior and Infant School","Parent","01-08-2011"
137149,115715,"Staunton and Corse Church of England Primary School","Parent","01-08-2011"
137151,117884,"Swanland Primary School","Parent","01-08-2011"
137152,115214,"St Peter's High School","Parent","01-09-2011"
137153,114303,"Teesdale School","Parent","01-08-2011"
137154,118831,"The Abbey School","Parent","01-08-2011"
137155,103542,"The Deanery Church of England Voluntary Aided Primary School","Parent","01-08-2011"
137156,117588,"The Leventhorpe School","Parent","01-08-2011"
137157,100365,"The London Oratory School","Parent","01-08-2011"
137158,122829,"The Manor School","Parent","01-08-2011"
137159,122897,"The National School, A CofE Technology College","Parent","01-08-2011"
137160,126451,"The Ridgeway School & Sixth Form College","Parent","01-08-2011"
137161,120237,"The Robert Smyth School","Parent","01-08-2011"
137162,135039,"The Stourport High School and Sixth Form Centre","Parent","01-08-2011"
137163,113895,"The Thomas Hardye School","Parent","01-08-2011"
137164,124398,"Blake Valley Technology College","Parent","22-08-2011"
137165,103730,"The Woodlands School","Parent","01-08-2011"
137166,120698,"The King's School, Grantham","Parent","01-08-2011"
137167,132819,"Trinity High School and Sixth Form Centre","Parent","01-08-2011"
137168,132138,"Rookery School & Children's Centre","Parent","01-08-2011"
137169,109678,"Vandyke Upper School and Community College","Parent","01-08-2011"
137170,120246,"Welland Park Community College","Parent","01-08-2011"
137171,105098,"Wirral Grammar School for Girls","Parent","01-08-2011"
137172,125750,"Alcester High School Technology College","Parent","01-08-2011"
137173,115579,"Churchdown Village Infant School","Parent","01-08-2011"
137174,123671,"Avishayes Community Primary School","Parent","01-08-2011"
137175,123665,"Tatworth Primary School","Parent","01-08-2011"
137176,113522,"Coombeshead College","Parent","01-08-2011"
137177,102242,"Harrow High School and Sports College","Parent","01-08-2011"
137177,135469,"Harrow Collegiate","Sixth Form Centre Link","10-08-2012"
137178,102241,"Bentley Wood High School","Parent","01-08-2011"
137178,135469,"Harrow Collegiate","Sixth Form Centre Link","10-08-2012"
137179,124806,"Horringer Court Middle School","Parent","01-08-2011"
137180,124807,"Westley Middle School","Parent","01-08-2011"
137182,122428,"Northgate Primary and Nursery School","Parent","01-08-2011"
137183,111918,"Padstow School","Parent","01-08-2011"
137184,122825,"Manning Comprehensive School","Parent","01-09-2011"
137185,116899,"St Matthias Church of England Primary School","Parent","01-08-2011"
137186,116995,"Dyson Perrins CofE Sports College","Parent","01-08-2011"
137187,110878,"St Neots Community College","Parent","01-08-2011"
137188,115348,"Tendring Technology College","Parent","01-08-2011"
137190,126505,"The Commonweal School","Parent","01-08-2011"
137191,132193,"Lethbridge Primary School","Parent","01-08-2011"
137192,123872,"Whitstone","Parent","01-08-2011"
137193,123890,"Bucklers Mead Community School","Parent","01-08-2011"
137194,115597,"Arthur Dye Primary School","Parent","01-08-2011"
137195,101716,"David Livingstone Primary School","Parent","01-08-2011"
137196,118066,"Hereford Technology School","Parent","01-08-2011"
137197,102337,"Hall Mead School","Parent","01-08-2011"
137198,102240,"Rooks Heath High School","Parent","01-08-2011"
137198,135469,"Harrow Collegiate","Sixth Form Centre Link","10-08-2012"
137199,102237,"Canons High School","Parent","01-08-2011"
137199,135469,"Harrow Collegiate","Sixth Form Centre Link","10-08-2012"
137200,118101,"Humberston Maths and Computing College","Parent","01-08-2011"
137201,120404,"Millfield Community Primary School","Parent","01-08-2011"
137202,123867,"St Dunstan's Community School","Parent","01-08-2011"
137203,123864,"Westfield Community School","Parent","01-08-2011"
137204,102235,"Hatch End High School","Parent","01-08-2011"
137204,135469,"Harrow Collegiate","Sixth Form Centre Link","09-08-2012"
137205,112432,"Dallam School","Parent","01-08-2011"
137206,113543,"Tor Bridge High","Parent","01-08-2011"
137207,115524,"Gotherington Primary School","Parent","01-08-2011"
137208,124848,"Holbrook High School","Parent","01-08-2011"
137209,103735,"Tile Hill Wood School and Language College","Parent","12-07-2011"
137210,106526,"Abraham Guest High School","Parent","01-01-2012"
137211,125934,"Heyworth Primary School","Parent","01-01-2012"
137212,131500,"Waycroft Primary School","Parent","01-08-2011"
137213,120699,"Carre's Grammar School","Parent","01-08-2011"
137213,132951,"Sleaford Joint Sixth Form","Sixth Form Centre Link","10-08-2012"
137214,115354,"William Edwards School and Sports College","Parent","01-08-2011"
137215,110529,"The Chalfonts Community College","Parent","01-08-2011"
137216,101587,"Balgowan Primary School","Parent","01-08-2011"
137217,115770,"Cirencester Kingshill School","Parent","01-08-2011"
137218,124847,"East Bergholt High School","Parent","01-08-2011"
137219,110495,"Dr Challoner's High School","Parent","01-08-2011"
137220,114954,"Kingston School","Parent","01-08-2011"
137221,101942,"Drayton Manor High School","Parent","01-08-2011"
137222,114322,"Longfield School","Parent","01-08-2011"
137223,112047,"Falmouth School","Parent","01-08-2011"
137224,117583,"Mount Grace School","Parent","01-08-2011"
137225,103741,"The Westwood School - A Technology College","Parent","01-08-2011"
137226,114908,"Great Berry Primary School","Parent","01-08-2011"
137227,118875,"Wilmington Grammar School for Boys","Parent","01-08-2011"
137228,113510,"Great Torrington Community School and Sports College","Parent","01-08-2011"
137229,116434,"Hounsdown School","Parent","01-08-2011"
137230,126460,"Warminster Kingdown","Parent","01-08-2011"
137231,104112,"Light Hall School Specialist Mathematics and Computing College","Parent","01-08-2011"
137232,114593,"Ringmer Community College","Parent","01-08-2011"
137233,102354,"Sacred Heart of Mary Girls' School","Parent","01-08-2011"
137234,114302,"Staindrop School A Business and Enterprise College","Parent","01-08-2011"
137235,125730,"Stratford-upon-Avon Grammar School for Girls A Specialist College for Language and Science","Parent","01-08-2011"
137236,125739,"Stratford upon Avon High School","Parent","01-08-2011"
137237,125310,"Thamesmead School","Parent","01-08-2011"
137238,117282,"The Hammond Primary School","Parent","01-08-2011"
137239,116421,"The Romsey School","Parent","01-08-2011"
137240,115379,"The Sandon School","Parent","01-08-2011"
137241,115329,"Thurstable School Sports College and Sixth Form Centre","Parent","01-08-2011"
137242,101602,"Valley Primary School","Parent","01-08-2011"
137243,105099,"West Kirby Grammar School","Parent","01-08-2011"
137244,135320,"Biggin Hill Primary School","Parent","01-08-2011"
137245,115033,"Hilltop Junior School","Parent","01-08-2011"
137246,115283,"The Robert Drake Primary School","Parent","01-08-2011"
137247,115251,"Jotmans Hall Primary School","Parent","01-08-2011"
137248,110906,"St Peter's School","Parent","01-08-2011"
137249,109680,"Alameda Middle School","Parent","01-08-2011"
137250,118872,"Wilmington Grammar School for Girls","Parent","01-08-2011"
137251,112434,"Appleby Grammar School","Parent","01-08-2011"
137252,112439,"William Howard School","Parent","01-08-2011"
137254,112440,"Caldew School","Parent","01-08-2011"
137255,115591,"Rowanfield Junior School","Parent","01-08-2011"
137256,110506,"Sir William Ramsay School","Parent","01-08-2011"
137257,112025,"Sir Robert Geffery's Voluntary Aided Church of England Primary School","Parent","01-08-2011"
137258,112012,"Archbishop Benson CofE Primary School","Parent","01-08-2011"
137259,110074,"Baylis Court School","Parent","01-08-2011"
137260,115345,"Chelmer Valley High School","Parent","01-08-2011"
137261,110491,"John Colet School","Parent","01-08-2011"
137262,108868,"Houghton Kepier Sports College:A Foundation School","Parent","01-08-2011"
137263,126070,"Hazelwick School","Parent","01-08-2011"
137264,126467,"Greendown Community School","Parent","01-08-2011"
137265,126502,"Kingsdown School","Parent","01-08-2011"
137266,115736,"Charlton Kings Junior School","Parent","01-08-2011"
137267,110082,"Ranelagh School","Parent","01-08-2011"
137268,124100,"Chadsmead Primary School","Parent","01-08-2011"
137269,112380,"Settlebeck High School","Parent","01-08-2011"
137270,117511,"Sir John Lawes School","Parent","01-08-2011"
137271,115571,"Bishops Cleeve Primary School","Parent","01-08-2011"
137272,103745,"The Coventry Blue Coat Church of England School and Music College","Parent","12-07-2011"
137274,104213,"Hatherton Primary School","Parent","01-01-2012"
137274,104245,"Frank F Harrison Engineering College","Parent","01-01-2012"
137280,110510,"Chesham Park Community College","Parent","01-09-2011"
137282,120646,"The St Guthlac School","Parent","01-09-2011"
137282,120644,"George Farmer Technology and Language College","Parent","01-09-2011"
137283,103707,"Christ The King Catholic Infants' School","Parent","01-09-2011"
137283,103722,"Christ The King Catholic Junior School","Parent","01-09-2011"
137284,115330,"The Eastwood School (11-18)","Parent","17-08-2011"
137285,123892,"The Blue School","Parent","17-08-2011"
137286,113959,"Montacute School","Parent","01-09-2011"
137287,110081,"Slough and Eton CofE Business and Enterprise College","Parent","17-08-2011"
137288,117503,"Hitchin Girls' School","Parent","17-08-2011"
137289,106362,"Altrincham Grammar School for Girls","Parent","17-08-2011"
137290,109600,"Greenfield CofE VC Lower School","Parent","17-08-2011"
137291,109501,"Pulloxhill Lower School","Parent","17-08-2011"
137292,116772,"Somers Park Primary School","Parent","17-08-2011"
137293,116396,"Springhill Catholic Primary School","Parent","17-08-2011"
137294,105740,"Crompton House CofE School","Parent","17-08-2011"
137295,100630,"Corpus Christi Catholic Primary School","Parent","17-08-2011"
137296,119787,"Bishop Rawstorne Church of England Language College","Parent","17-08-2011"
137297,104954,"Birkdale High School","Parent","17-08-2011"
137298,115726,"Severn Vale School","Parent","17-08-2011"
137299,102606,"Richard Challoner School","Parent","17-08-2011"
137300,109316,"Priory Community School","Parent","17-08-2011"
137302,125752,"King Edward VI School","Parent","17-08-2011"
137303,101343,"Independent Jewish Day School","Parent","17-08-2011"
137304,113401,"Ilsham Church of England Primary School","Parent","17-08-2011"
137305,110874,"St Ivo School","Parent","17-08-2011"
137306,118074,"Hessle High School","Parent","17-08-2011"
137306,137307,"Hessle Penshurst Primary School","Parent","01-01-2016"
137308,126452,"Malmesbury School","Parent","17-08-2011"
137309,105583,"The King David High School","Parent","17-08-2011"
137310,115363,"St Thomas More High School for Boys","Parent","17-08-2011"
137311,121045,"St Mary's Church of England Junior School","Parent","17-08-2011"
137312,115381,"St Bernard's High School and Arts College","Parent","17-08-2011"
137313,123902,"Sexey's School","Parent","17-08-2011"
