"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
137314,125251,"Woolmer Hill Technology College","Parent","17-08-2011"
137315,116499,"Testwood Sports College","Parent","17-08-2011"
137316,118064,"Goole High School","Parent","17-08-2011"
137319,122882,"Tuxford School","Parent","01-08-2011"
137321,124812,"Orwell High School","Parent","01-09-2011"
137321,124811,"Deben High School","Parent","01-09-2011"
137322,106177,"Hyde Pupil Referral Unit","Parent","01-09-2011"
137322,133918,"Bridgeway PRU","Parent","01-09-2011"
137322,133919,"Ashton PRU","Parent","01-09-2011"
137328,136029,"Key Stage 3 Short Stay School/ AP","Parent","01-10-2011"
137328,134068,"The Davis School","Parent","01-10-2011"
137335,106714,"Auckley Junior and Infant School","Parent","01-09-2011"
137336,123594,"The Corbet School Technology College","Parent","01-09-2011"
137337,107488,"Beech Hill Junior and Infant School","Parent","01-09-2011"
137338,112437,"Cartmel Priory CofE School","Parent","01-09-2011"
137339,117524,"St Albans Girls' School","Parent","01-09-2011"
137340,120289,"Casterton Business & Enterprise College","Parent","01-09-2011"
137341,107509,"Scout Road Primary School","Parent","01-09-2011"
137342,119747,"Garstang High School : A Community Technology College","Parent","01-09-2011"
137343,110509,"Amersham School","Parent","01-09-2011"
137344,110512,"Royal Latin School","Parent","01-09-2011"
137345,116503,"Oaklands Catholic School","Parent","01-09-2011"
137346,103482,"Hillcrest School A Specialist Maths and Computing College and Sixth Form Centre","Parent","01-09-2011"
137347,107568,"Salterlee Primary School","Parent","01-09-2011"
137348,121297,"Great Smeaton Community Primary School","Parent","01-09-2011"
137349,113908,"St Peter's Catholic Comprehensive School","Parent","01-09-2011"
137350,112942,"Hope Valley College","Parent","01-09-2011"
137351,130160,"Summercroft Primary School","Parent","01-09-2011"
137352,107771,"Shelley College - A Specialist Centre for Science","Parent","01-09-2011"
137353,101152,"The St Marylebone CofE School","Parent","01-09-2011"
137354,122161,"Northgate School Arts College","Parent","01-09-2011"
137355,110534,"Waddesdon Church of England School","Parent","01-09-2011"
137356,124427,"Biddulph High School","Parent","01-09-2011"
137357,123261,"Wallingford School","Parent","01-09-2011"
137358,120046,"Brooke Hill Primary School","Parent","01-09-2011"
137359,119256,"Westcliff Primary School","Parent","01-09-2011"
137359,142175,"Blackpool Gateway Academy","Child","01-09-2015"
137360,108404,"Whickham School","Parent","01-09-2011"
137361,101347,"Whitefield School","Parent","01-09-2011"
137362,122610,"Norbridge Primary School","Parent","01-09-2011"
137363,118152,"Cambridge Park Maths & Computing College","Parent","01-09-2011"
137365,126272,"Eastrop Infant School","Parent","01-09-2011"
137366,111979,"Wadebridge Community Primary School","Parent","01-09-2011"
137367,120243,"Limehurst High School","Parent","01-09-2011"
137368,101480,"Hurstmere Foundation School for Boys","Parent","01-09-2011"
137369,112429,"Trinity School","Parent","01-09-2011"
137370,125926,"Medmerry Primary School","Parent","01-09-2011"
137371,126488,"St Joseph's Catholic Primary School, Devizes","Parent","01-09-2011"
137372,110489,"Princes Risborough","Parent","01-09-2011"
137373,115706,"St Dominic's Catholic Primary School","Parent","01-09-2011"
137374,101346,"The Ravenscroft School A Technology College","Parent","01-09-2011"
137375,126495,"St Augustine's Catholic College","Parent","01-09-2011"
137376,118923,"The Thomas Aveling School","Parent","01-09-2011"
137377,131205,"Abbey College, Ramsey","Parent","01-09-2011"
137378,115275,"Ashingdon School","Parent","01-09-2011"
137379,101657,"Cator Park School","Parent","01-09-2011"
137379,135416,"Harris Federation Post 16","Sixth Form Centre Link","25-04-2014"
137380,101447,"Northumberland Heath Primary School","Parent","01-09-2011"
137381,115273,"Plumberow Primary School","Parent","01-09-2011"
137382,115766,"Wyedean School and 6th Form Centre","Parent","01-09-2011"
137383,108082,"Woodkirk High Specialist Science School","Parent","01-09-2011"
137384,124466,"Cannock Chase High School","Parent","01-09-2011"
137386,101359,"Mill Hill County High School","Parent","01-09-2011"
137387,115773,"Dene Magna School","Parent","01-09-2011"
137388,101350,"Christ's College Finchley","Parent","01-09-2011"
137389,118901,"Chatham Grammar School for Girls","Parent","01-09-2011"
137390,103875,"Holly Hall Maths and Computing College","Parent","01-09-2011"
137391,107506,"Burnley Road Junior Infant and Nursery School","Parent","01-09-2011"
137392,107515,"Bolton Brow Junior Infant and Nursery School","Parent","01-09-2011"
137393,134413,"New North Community School","Parent","01-09-2011"
137394,118143,"Humberston Park School","Parent","01-09-2011"
137395,115050,"Kents Hill Infant School","Parent","01-09-2011"
137396,102338,"Redden Court School","Parent","01-09-2011"
137397,118349,"Sheldwich Primary School","Parent","01-09-2011"
137398,107530,"Old Earth Primary School","Parent","01-09-2011"
137399,107784,"Castle Hall School: A Specialist Language College","Parent","01-09-2011"
137400,107136,"Yewlands School Technology College","Parent","01-09-2011"
137401,120293,"Woodbrook Vale High School","Parent","01-09-2011"
137402,111896,"St Mewan Community Primary School","Parent","01-09-2011"
137403,116401,"St Anthony's Catholic Primary School","Parent","01-09-2011"
137405,115272,"The Westerings Primary School","Parent","01-09-2011"
137407,102429,"Bishop Ramsey CofE Voluntary Aided Secondary School","Parent","01-09-2011"
137408,126453,"Churchfields School","Parent","01-09-2011"
137409,122896,"The Becket School","Parent","01-09-2011"
137410,115708,"The Rosary Catholic Primary School","Parent","01-09-2011"
137411,126441,"The Holy Trinity Church of England Voluntary Aided School, Great Cheverell","Parent","01-09-2011"
137412,121688,"Ripon College","Parent","01-09-2011"
137413,130917,"Peckham Park Primary School","Parent","01-09-2011"
137414,102340,"Emerson Park School","Parent","01-09-2011"
137415,116700,"Kingstone and Thruxton Primary School","Parent","01-09-2011"
137416,126086,"Warden Park School","Parent","01-09-2011"
137417,101418,"Peareswood Primary School","Parent","01-09-2011"
137418,132106,"Ilford Ursuline High School","Parent","01-09-2011"
137419,124766,"St Mary's Church of England Voluntary Aided Primary School","Parent","01-09-2011"
137421,119791,"Accrington St Christopher's Church of England High School","Parent","01-09-2011"
137422,116484,"St Joseph's Catholic Primary School","Parent","01-09-2011"
137423,101466,"Chislehurst and Sidcup Grammar School","Parent","01-09-2011"
137424,107770,"Batley Girls' High School - Visual Arts College","Parent","01-09-2011"
137425,122783,"Blessed Robert Widmerpool Catholic Primary and Nursery School","Parent","01-09-2011"
137426,126478,"Saint Edmund's Roman Catholic Primary School","Parent","01-09-2011"
137427,110895,"Bassingbourn Village College","Parent","01-09-2011"
137428,122817,"St Edmund Campion Catholic Primary School","Parent","01-09-2011"
137429,115376,"Colne Community School and College","Parent","01-09-2011"
137430,100573,"Johanna Primary School","Parent","01-09-2011"
137431,121209,"Cromer High School and Language College","Parent","01-09-2011"
137432,115599,"Field Court Junior School","Parent","01-09-2011"
137433,124901,"Priory School","Parent","01-09-2011"
137434,110867,"Cottenham Village College","Parent","01-09-2011"
137435,110179,"The Avenue Special School","Parent","01-09-2011"
137436,104949,"Formby High School","Parent","01-09-2011"
137437,123787,"Enmore Church of England Primary School","Parent","01-09-2011"
137438,108198,"Rooks Nest Junior, Infant and Nursery School","Parent","01-09-2011"
137439,122784,"Our Lady and St Edward's Catholic Primary School","Parent","01-09-2011"
137440,109289,"Cotham School","Parent","01-09-2011"
137440,135589,"North Bristol Post 16 Centre","Sixth Form Centre Link","03-09-2013"
137441,100706,"Tidemill Primary School","Parent","01-09-2011"
137442,100278,"Clapton Girls' Technology College","Parent","01-09-2011"
137443,122704,"Warren Primary School","Parent","01-09-2011"
137444,107576,"Rastrick High School","Parent","01-09-2011"
137445,115218,"Passmores School and Technology College","Parent","01-09-2011"
137446,123593,"Adams' Grammar School","Parent","01-09-2011"
137447,120704,"Lincoln Christ's Hospital School","Parent","01-09-2011"
137448,106527,"Fred Longworth High School","Parent","01-09-2011"
137449,111428,"Holmes Chapel Comprehensive School","Parent","01-09-2011"
137450,111010,"Lacey Green Primary School","Parent","01-09-2011"
137451,120691,"Westgate Junior School","Parent","01-09-2011"
137452,113900,"Bournemouth School","Parent","01-09-2011"
137453,118100,"Vale of Ancholme Technology & Music College","Parent","01-09-2011"
137454,113366,"Stockland Church of England Primary School","Parent","01-09-2011"
137455,106688,"Rossington Pheasant Bank Junior School","Parent","01-09-2011"
137456,115356,"St Clere's School","Parent","01-09-2011"
137457,122357,"Cramlington Learning Village","Parent","01-09-2011"
137458,118830,"Brockhill Park Performing Arts College","Parent","01-09-2011"
137459,124904,"The Ashley School","Parent","01-09-2011"
137460,126197,"Southfield Junior School","Parent","01-09-2011"
137461,121171,"Wymondham High School","Parent","01-09-2011"
137462,109650,"Cedars Upper School","Parent","01-09-2011"
137463,108831,"Redby Primary School","Parent","01-09-2011"
137464,118067,"Whitgift School","Parent","01-09-2011"
137465,110098,"St Bartholomew's School","Parent","01-09-2011"
137466,111808,"Ludgvan Community Primary School","Parent","01-09-2011"
137467,118343,"Lynsted and Norton Primary School","Parent","01-09-2011"
137468,111807,"St Ives Infant School","Parent","01-09-2011"
137469,109738,"St John's School","Parent","01-09-2011"
137470,126557,"Springfields School","Parent","01-09-2011"
137471,105851,"Bamford Primary School","Parent","01-09-2011"
137472,106786,"Don Valley School and Performing Arts College","Parent","01-09-2011"
137473,100185,"Kidbrooke School","Parent","01-09-2011"
137474,118916,"Barton Court Grammar School","Parent","01-09-2011"
137475,110885,"Hinchingbrooke School","Parent","01-09-2011"
137476,105113,"Wirral Grammar School for Boys","Parent","01-09-2011"
137477,115644,"Field Court Church of England Infant School","Parent","01-09-2011"
137478,112084,"Pencalenick School","Parent","01-09-2011"
137479,105633,"Limeside Primary School","Parent","01-09-2011"
137480,122454,"Southwark Primary School","Parent","01-09-2011"
137481,118650,"Selling Church of England Primary School","Parent","01-09-2011"
137482,106696,"Grange Lane Infant School","Parent","01-09-2011"
137483,118648,"Milstead and Frinsted Church of England Primary School","Parent","01-09-2011"
137484,118880,"Homewood School and Sixth Form Centre","Parent","01-09-2011"
137485,115291,"Hadleigh Junior School","Parent","01-09-2011"
137487,107790,"Batley Grammar School","Parent","05-09-2011"
137488,131055,"The Priors School","Parent","14-05-2013"
137491,111476,"Sandbach School","Parent","06-09-2011"
137493,109405,"Fosse Way School","Parent","01-09-2011"
137498,119843,"Maharishi School of the Age of Enlightenment","Parent","07-09-2011"
137500,107760,"Moor End Technology College","Parent","17-08-2011"
137507,103026,"Wandle Valley School","Parent","01-09-2011"
137512,119289,"Belthorn Primary School","Parent","01-10-2011"
137513,112407,"Broughton Primary School","Parent","01-10-2011"
137514,104952,"Chesterfield High School","Parent","01-10-2011"
137515,115370,"Colchester County High School for Girls","Parent","01-10-2011"
137516,115190,"Great Chesterford Church of England Voluntary Aided Primary School","Parent","01-10-2011"
137517,111953,"Harrowbarrow School","Parent","01-10-2011"
137518,108933,"Henleaze Junior School","Parent","01-10-2011"
137519,107632,"Lindley Junior School","Parent","01-10-2011"
137520,104958,"Maghull High School","Parent","01-10-2011"
137521,107579,"The Brooksbank School","Parent","01-10-2011"
137522,109710,"Wootton Upper School","Parent","01-10-2011"
137523,109311,"Wellsway School","Parent","01-10-2011"
137525,122423,"Edna G Olds Primary and Nursery School","Parent","01-10-2011"
137526,135444,"St Anns Well Primary School","Parent","01-10-2011"
137527,110868,"Melbourn Village College","Parent","01-10-2011"
137528,113243,"Rydon Primary School","Parent","01-10-2011"
137529,118380,"Smarden Primary School","Parent","01-10-2011"
137531,131758,"Alexandra Park School","Parent","01-10-2011"
137532,117587,"Goffs School","Parent","01-10-2011"
137533,104948,"Deyes High School","Parent","01-10-2011"
137535,116409,"Amery Hill School","Parent","01-10-2011"
137536,122847,"Arnold Hill School and Technology College","Parent","01-10-2011"
137537,112261,"Burton Morewood CofE Primary School","Parent","01-10-2011"
137538,116508,"Cams Hill School","Parent","01-10-2011"
137539,101366,"Hasmonean High School","Parent","01-10-2011"
137540,120273,"Kibworth High School & Community Technology College","Parent","01-10-2011"
137541,121215,"Lynn Grove VA High School","Parent","01-10-2011"
137542,106058,"Mellor Primary School","Parent","01-10-2011"
137543,112984,"Pennine Way Junior School","Parent","01-10-2011"
137544,115162,"Stisted Church of England Voluntary Aided Primary School","Parent","01-10-2011"
137545,107571,"St John's CofE (VA) Primary School","Parent","01-10-2011"
137546,101933,"Twyford Church of England High School","Parent","01-10-2011"
